"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","ARO","V17","V18","V19","V20","V21","V22","ARG.class","gene","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.269_888_604.ALR",1,2097,"+","(Gly)vanT","1-2097/2097","===============","0/0",100,99.91,"argannot","AF162694:3008-5104","(Gly)vanT",NA,"ARO:3002970","vanT gene in vanC cluster","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","Gly","vanT","ABRicate-ARGANNOT",99.91,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.269_888_943.MEXE",1,1176,"+","(Flq)OqxA","1-1176/1176","===============","0/0",100,84.95,"argannot","EU370913:46652-47827","(Flq)OqxA",NA,"ARO:3003922","oqxA","Perfect","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","Flq","OqxA","ABRicate-ARGANNOT",84.95,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.269_950_712.TETP",1,1913,"+","(Tet)tetQ","49-1961/1974","===============","0/0",96.91,98.07,"argannot","Z21523:362-2287","(Tet)tetQ",NA,"ARO:3000191","tet(Q)","Strict","ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668","tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline","ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050","tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic","Tet","tetQ","ABRicate-ARGANNOT",98.07,"ARO:0000002","tetracycline-resistant ribosomal protection protein","tet RPG"
"GMGC10.269_964_047.MRDA",1,1902,"+","(Bla)Penicillin_Binding_Protein_Ecoli","1-1902/1902","===============","0/0",100,80.7,"argannot","CP002291:664439-666340","(Bla)Penicillin_Binding_Protein_Ecoli",NA,"ARO:3001209","mecC","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","Penicillin_Binding_Protein_Ecoli","ABRicate-ARGANNOT",80.7,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.269_964_181.FOSB",1,420,"+","(Fcyn)FosA5","1-420/420","===============","0/0",100,93.57,"argannot","KP143090:1200-1619","(Fcyn)FosA5",NA,"ARO:3003209","fosA5","Perfect","ARO:0000036,ARO:3007149,ARO:3007382","ciprofloxacin,phosphonic acid antibiotic,gentamicin","ARO:0000001,ARO:0000016,ARO:3007149","fluoroquinolone antibiotic,aminoglycoside antibiotic,phosphonic acid antibiotic","Fcyn","FosA5","ABRicate-ARGANNOT",93.57,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.269_964_849.MRDA",1,1902,"+","(Bla)Penicillin_Binding_Protein_Ecoli","1-1902/1902","===============","0/0",100,82.12,"argannot","CP002291:664439-666340","(Bla)Penicillin_Binding_Protein_Ecoli",NA,"ARO:3001209","mecC","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","Penicillin_Binding_Protein_Ecoli","ABRicate-ARGANNOT",82.12,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.270_000_711.VANX",1,609,"+","(Gly)vanX-B","1-609/609","===============","0/0",100,95.57,"argannot","AY655721:5891-6499","(Gly)vanX-B",NA,"ARO:3002950","vanX gene in vanB cluster","Strict","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","Gly","vanX-B","ABRicate-ARGANNOT",95.57,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.270_000_712.VANW",22,849,"+","(Gly)vanW-B","1-828/828","===============","0/0",100,95.53,"argannot","AY655721:3069-3896","(Gly)vanW-B",NA,"ARO:3002964","vanW gene in vanB cluster","Strict","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","Gly","vanW-B","ABRicate-ARGANNOT",95.53,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.270_000_713.RESD",1,660,"+","(Gly)vanR-B","1-660/660","===============","0/0",100,95.15,"argannot","AY655721:69-728","(Gly)vanR-B",NA,"ARO:3002921","vanR gene in vanB cluster","Strict","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","Gly","vanR-B","ABRicate-ARGANNOT",95.15,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.270_038_703.DDL",1,1032,"+","(Gly)vanHA-Bc","1-1032/1032","===============","0/0",100,80.23,"argannot","Y15704:23-1054","(Gly)vanHA-Bc",NA,"ARO:3000010","vanA","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","Gly","vanHA-Bc","ABRicate-ARGANNOT",80.23,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.270_038_705.VANW",26,739,"+","(Gly)vanZ-Pa","95-808/816",".==============","0/0",87.5,84.03,"argannot","DQ018711:2047-2862","(Gly)vanZ-Pa",NA,"ARO:3002964","vanW gene in vanB cluster","Strict","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","Gly","vanZ-Pa","ABRicate-ARGANNOT",84.03,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.270_062_748.CAT",1,633,"+","(Phe)catB2","1-633/633","===============","0/0",100,100,"argannot","AF047479:5957-6589","(Phe)catB2",NA,"ARO:3002675","catB2","Strict","ARO:3000382,ARO:3000385,ARO:3000456","azidamfenicol,chloramphenicol,thiamphenicol","ARO:3000387,ARO:3000387,ARO:3000387","phenicol antibiotic,phenicol antibiotic,phenicol antibiotic","Phe","catB2","ABRicate-ARGANNOT",100,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.270_067_677.UNKNOWN",49,746,"+","(Gly)vanR-D","1-698/699","===============","0/0",99.86,84.1,"argannot","AB242319:1-699","(Gly)vanR-D",NA,"ARO:3002923","vanR gene in vanD cluster","Perfect","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","Gly","vanR-D","ABRicate-ARGANNOT",84.1,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.270_104_890.MRDA",1,1902,"+","(Bla)Penicillin_Binding_Protein_Ecoli","1-1902/1902","===============","0/0",100,81.33,"argannot","CP002291:664439-666340","(Bla)Penicillin_Binding_Protein_Ecoli",NA,"ARO:3001209","mecC","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","Penicillin_Binding_Protein_Ecoli","ABRicate-ARGANNOT",81.33,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.270_123_403.AMPH",10,1142,"+","(Bla)ampH","1-1127/1161","========/======","2/6",97.07,80.41,"argannot","CP003785:4208384-4209544","(Bla)ampH",NA,"ARO:3002149","DHA-18","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","Bla","ampH","ABRicate-ARGANNOT",80.41,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.270_134_995.AMPC",1,1143,"+","(Bla)blaACT-3","1-1143/1143","===============","0/0",100,100,"argannot","EU427302:1476-2618","(Bla)blaACT-3",NA,"ARO:3001829","ACT-4","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaACT-3","ABRicate-ARGANNOT",100,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.270_136_957.MRDA",1,1902,"+","(Bla)Penicillin_Binding_Protein_Ecoli","1-1902/1902","===============","0/0",100,82.18,"argannot","CP002291:664439-666340","(Bla)Penicillin_Binding_Protein_Ecoli",NA,"ARO:3001209","mecC","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","Penicillin_Binding_Protein_Ecoli","ABRicate-ARGANNOT",82.18,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.270_147_403.YFEW",1,1287,"+","(Bla)AmpC1_Ecoli","13-1299/1305","===============","0/0",98.62,95.65,"argannot","FN649414:2765051-2766355","(Bla)AmpC1_Ecoli",NA,"ARO:3006716","PDC-347","Loose","ARO:0000004,ARO:0000020,ARO:0000032","monobactam,carbapenem,cephalosporin","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","AmpC1_Ecoli","ABRicate-ARGANNOT",95.65,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.271_091_442.YBXI",1,789,"+","(Bla)blaOXA-198","1-789/789","===============","0/0",100,94.3,"argannot","HQ634775:3013-3801","(Bla)blaOXA-198",NA,"ARO:3001805","OXA-198","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-198","ABRicate-ARGANNOT",94.3,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.272_517_183.OXA",6,812,"+","(Bla)blaOXA-22","3-809/825","===============","0/0",97.82,86.86,"argannot","AF064820:952-1776","(Bla)blaOXA-22",NA,"ARO:3001417","OXA-22","Perfect","ARO:0000032,ARO:0000056,ARO:3000008","cephalosporin,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-22","ABRicate-ARGANNOT",86.86,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.272_613_847.BLA",23,972,"+","(Bla)blaSGM-1","14-966/966","========/======","1/3",98.34,82.06,"argannot","NG_049983:101-1066","(Bla)blaSGM-1",NA,"ARO:3006987","SGM-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","Bla","blaSGM-1","ABRicate-ARGANNOT",82.06,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.272_646_612.YBXI",1,808,"+","(Bla)blaOXA-60","1-808/816","========/======","2/2",98.9,89,"argannot","AY664505:1-816","(Bla)blaOXA-60",NA,"ARO:3005326","OXA-571","Strict","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-60","ABRicate-ARGANNOT",89,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.272_729_033.UNKNOWN",22,849,"+","(Bla)blaOXA-21","1-828/828","===============","0/0",100,99.88,"argannot","DQ522237:3974-4801","(Bla)blaOXA-21",NA,"ARO:3001416","OXA-21","Perfect","ARO:0000032,ARO:0000056,ARO:3000008","cephalosporin,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaOXA-21","ABRicate-ARGANNOT",99.88,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.272_959_417.AADA",1,770,"+","(AGly)ant(3'')-IIc","1-770/789","===============","0/0",97.59,87.53,"argannot","NG_054654:101-889","(AGly)ant(3'')-IIc",NA,"ARO:3004091","ANT(3'')-IIc","Perfect","ARO:0000039,ARO:0000040","spectinomycin,streptomycin","ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","ant(3'')-IIc","ABRicate-ARGANNOT",87.53,"ARO:3004275","ANT(3'')","ant"
"GMGC10.272_996_024.AACA7",1,438,"+","(AGly)aac6-Ik","1-438/438","===============","0/0",100,98.63,"argannot","L29510:369-806","(AGly)aac6-Ik",NA,"ARO:3002558","AAC(6')-Ik","Perfect","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac6-Ik","ABRicate-ARGANNOT",98.63,"ARO:3000345","AAC(6')","aac"
"GMGC10.273_299_621.EPTA",1,1626,"+","(Col)mcr-4.3","1-1626/1626","===============","0/0",100,100,"argannot","NG_057461:1-1626","(Col)mcr-4.3",NA,"ARO:3004695","MCR-4.3","Perfect","ARO:3000622,ARO:3000624","colistin A,colistin B","ARO:3000053,ARO:3000053","peptide antibiotic,peptide antibiotic","Col","mcr-4.3","ABRicate-ARGANNOT",100,"ARO:3003580","gene altering cell wall charge","cell wall charge"
"GMGC10.273_300_083.UNKNOWN",13,448,"+","(AGly)aac3-Ii","7-442/459","===============","0/0",94.99,80.73,"argannot","CP000356:638262-638720","(AGly)aac3-Ii",NA,"ARO:3002530","AAC(3)-Ib","Loose","ARO:0000003,ARO:0000035,ARO:3007382","astromicin,sisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AGly","aac3-Ii","ABRicate-ARGANNOT",80.73,"ARO:3000322","AAC(3)","aac"
"GMGC10.275_533_753.PBP1A",1,2160,"+","(Bla)PBP1a","1-2160/2160","========/======","2/2",99.95,99.4,"argannot","JN645776:1-2160","(Bla)PBP1a",NA,"ARO:3000617","mecA","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","PBP1a","ABRicate-ARGANNOT",99.4,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.275_536_448.FTSI",1,1746,"+","(Bla)penA","1-1752/1752","========/======","4/8",99.6,87.22,"argannot","AB511945:1298-3049","(Bla)penA",NA,"ARO:3004185","mecD","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","penA","ABRicate-ARGANNOT",87.22,"ARO:3003040","beta-lactam resistant penicillin-binding proteins","PBP"
"GMGC10.275_538_374.UNKNOWN",1,477,"+","(AGly)aadC","1-477/477","===============","0/0",100,95.39,"argannot","V01282:225-701","(AGly)aadC",NA,"ARO:3000225","ANT(6)","Manual","ARO:0000016","aminoglycoside antibiotic","ARO:0000016","aminoglycoside antibiotic","AGly","aadC","ABRicate-ARGANNOT",95.39,"ARO:3000225","ANT(6)","ant"
"GMGC10.275_548_163.UNKNOWN",1,477,"+","(AGly)aadC","1-477/477","===============","0/0",100,84.91,"argannot","V01282:225-701","(AGly)aadC",NA,"ARO:3000225","ANT(6)","Manual","ARO:0000016","aminoglycoside antibiotic","ARO:0000016","aminoglycoside antibiotic","AGly","aadC","ABRicate-ARGANNOT",84.91,"ARO:3000225","ANT(6)","ant"
"GMGC10.275_577_235.BL00799",1,642,"+","(Fcd)fusD","1-642/642","===============","0/0",100,97.2,"argannot","NG_050585:101-742","(Fcd)fusD",NA,"ARO:3003731","fusD","Perfect","ARO:3000759","fusidic acid","ARO:3007153","fusidane antibiotic","Fcd","fusD","ABRicate-ARGANNOT",97.2,"ARO:3005086","Target protecting FusB-type protein conferring resistance to Fusidic acid","fusB-type"
"GMGC10.275_581_085.UNKNOWN",1,486,"+","(MLS)lin(A)","1-486/486","===============","0/0",100,93.21,"argannot","M14039:413-898","(MLS)lin(A)",NA,"ARO:3002835","lnuA","Perfect","ARO:0000046,ARO:3007169","lincomycin,pirlimycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","MLS","lin(A)","ABRicate-ARGANNOT",93.21,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"GMGC10.275_582_303.FOSB",1,420,"+","(Fcyn)FosD","1-420/420","===============","0/0",100,100,"argannot","AB304512:17043-17462","(Fcyn)FosD",NA,"ARO:3004674","FosD","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","Fcyn","FosD","ABRicate-ARGANNOT",100,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.275_583_719.BL00799",1,645,"+","(Fcd)fusF","1-645/645","===============","0/0",100,99.38,"argannot","NG_047903:101-745","(Fcd)fusF",NA,"ARO:3004663","FusF","Strict","ARO:3000759","fusidic acid","ARO:3007153","fusidane antibiotic","Fcd","fusF","ABRicate-ARGANNOT",99.38,"ARO:3005086","Target protecting FusB-type protein conferring resistance to Fusidic acid","fusB-type"
"GMGC10.275_584_722.ERMA",25,756,"+","(MLS)erm(44)","1-732/732","===============","0/0",100,85.11,"argannot","NG_047787:101-832","(MLS)erm(44)",NA,"ARO:3003971","Erm(44)v","Perfect","ARO:0000006,ARO:0000026,ARO:0000066","erythromycin,streptogramin antibiotic,clindamycin","ARO:0000000,ARO:0000017,ARO:0000026","macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic","MLS","erm(44)","ABRicate-ARGANNOT",85.11,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.275_595_602.YTMP",52,852,"+","(AGly)apH-Stph","1-801/801","===============","0/0",100,82.65,"argannot","HE579073:1778413-1779213","(AGly)apH-Stph",NA,"ARO:3002663","APH(9)-Ib","Loose","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","apH-Stph","ABRicate-ARGANNOT",82.65,"ARO:3000153","APH(9)","aph"
"GMGC10.275_595_940.UNKNOWN",1,1176,"+","(Phe)cmxA","1-1176/1176","===============","0/0",100,99.92,"argannot","AF024666:15877-17052","(Phe)cmxA",NA,"ARO:3002703","cmx","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","Phe","cmxA","ABRicate-ARGANNOT",99.92,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.275_617_832.UNKNOWN",1,477,"+","(AGly)aadC","1-477/477","===============","0/0",100,83.44,"argannot","V01282:225-701","(AGly)aadC",NA,"ARO:3000225","ANT(6)","Manual","ARO:0000016","aminoglycoside antibiotic","ARO:0000016","aminoglycoside antibiotic","AGly","aadC","ABRicate-ARGANNOT",83.44,"ARO:3000225","ANT(6)","ant"
"GMGC10.275_617_956.BL00799",1,645,"+","(Fcd)fusF","1-645/645","===============","0/0",100,90.08,"argannot","NG_047903:101-745","(Fcd)fusF",NA,"ARO:3004663","FusF","Strict","ARO:3000759","fusidic acid","ARO:3007153","fusidane antibiotic","Fcd","fusF","ABRicate-ARGANNOT",90.08,"ARO:3005086","Target protecting FusB-type protein conferring resistance to Fusidic acid","fusB-type"
"GMGC10.275_619_136.ERMX",1,846,"+","(MLS)erm(36)","1-846/846","===============","0/0",100,100,"argannot","AF462611:186-1031","(MLS)erm(36)",NA,"ARO:3000605","Erm(36)","Perfect","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","MLS","erm(36)","ABRicate-ARGANNOT",100,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.275_632_635.YTMP",3,795,"+","(AGly)apH-Stph","9-801/801","========/======","2/2",98.88,80.48,"argannot","HE579073:1778413-1779213","(AGly)apH-Stph",NA,"ARO:3002663","APH(9)-Ib","Loose","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","apH-Stph","ABRicate-ARGANNOT",80.48,"ARO:3000153","APH(9)","aph"
"GMGC10.275_640_005.UNKNOWN",1,486,"+","(MLS)lin(A)","1-486/486","===============","0/0",100,97.33,"argannot","M14039:413-898","(MLS)lin(A)",NA,"ARO:3002835","lnuA","Perfect","ARO:0000046,ARO:3007169","lincomycin,pirlimycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","MLS","lin(A)","ABRicate-ARGANNOT",97.33,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"GMGC10.275_646_814.FOLA",1,486,"+","(Tmt)dfrC","1-486/486","===============","0/0",100,96.71,"argannot","Z48233:337-822","(Tmt)dfrC",NA,"ARO:3002865","dfrC","Perfect","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","Tmt","dfrC","ABRicate-ARGANNOT",96.71,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"GMGC10.275_660_522.NORA",1,1167,"+","(Flq)norA","1-1167/1167","===============","0/0",100,99.83,"argannot","D90119:478-1644","(Flq)norA",NA,"ARO:3004667","Staphylococcus aureus norA","Perfect","ARO:0000023,ARO:0000036,ARO:3000662,ARO:3000663","enoxacin,ciprofloxacin,norfloxacin,ofloxacin","ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001","fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic","Flq","norA","ABRicate-ARGANNOT",99.83,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.275_717_638.BLAR",1,1662,"+","(Bla)blaR1_Bacilli","97-1758/1758","===============","0/0",94.54,92.12,"argannot","NG_047539:1-1758","(Bla)blaR1_Bacilli",NA,"ARO:3000215","mecR1","Loose","ARO:0000015,ARO:3000008","methicillin,penicillin beta-lactam","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","Bla","blaR1_Bacilli","ABRicate-ARGANNOT",92.12,"ARO:3000100","gene modulating beta-lactam resistance","beta-lactam modulation resistance"
"GMGC10.275_761_300.AADA",1,783,"+","(AGly)spc","1-783/783","===============","0/0",100,99.75,"argannot","X02588:331-1113","(AGly)spc",NA,"ARO:3002630","ANT(9)-Ia","Perfect","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","spc","ABRicate-ARGANNOT",99.75,"ARO:3000228","ANT(9)","ant"
"GMGC10.275_763_529.TETA",1,1541,"+","(Tet)TetAB","1-1541/1542","===============","0/0",99.94,92.21,"argannot","NG_051437:101-1642","(Tet)TetAB",NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","Tet","TetAB","ABRicate-ARGANNOT",92.21,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.275_795_099.TETA",1,1440,"+","(Tet)TetAB","103-1542/1542",".==============","0/0",93.39,89.93,"argannot","NG_051437:101-1642","(Tet)TetAB",NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","Tet","TetAB","ABRicate-ARGANNOT",89.93,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.275_835_583.UNKNOWN",1,477,"+","(AGly)aadC","1-477/477","===============","0/0",100,86.16,"argannot","V01282:225-701","(AGly)aadC",NA,"ARO:3000225","ANT(6)","Manual","ARO:0000016","aminoglycoside antibiotic","ARO:0000016","aminoglycoside antibiotic","AGly","aadC","ABRicate-ARGANNOT",86.16,"ARO:3000225","ANT(6)","ant"
"GMGC10.275_837_070.YTMP",1,801,"+","(AGly)apH-Stph","1-801/801","========/======","2/2",99.88,82.67,"argannot","HE579073:1778413-1779213","(AGly)apH-Stph",NA,"ARO:3002663","APH(9)-Ib","Loose","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AGly","apH-Stph","ABRicate-ARGANNOT",82.67,"ARO:3000153","APH(9)","aph"
"GMGC10.275_837_534.EXPZ",1,1575,"+","(MLS)vga(E)","1-1575/1575","========/======","2/2",99.94,85.98,"argannot","FR772051:8741-10315","(MLS)vga(E)",NA,"ARO:3002833","vgaE","Perfect","ARO:0000034,ARO:0000066,ARO:3000669,ARO:3000671","streptogramin A antibiotic,clindamycin,virginiamycin M1,tiamulin","ARO:0000017,ARO:0000026,ARO:0000026,ARO:3000670","lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,pleuromutilin antibiotic","MLS","vga(E)","ABRicate-ARGANNOT",85.98,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.275_864_974.UNKNOWN",1,477,"+","(AGly)aadC","1-477/477","===============","0/0",100,87,"argannot","V01282:225-701","(AGly)aadC",NA,"ARO:3000225","ANT(6)","Manual","ARO:0000016","aminoglycoside antibiotic","ARO:0000016","aminoglycoside antibiotic","AGly","aadC","ABRicate-ARGANNOT",87,"ARO:3000225","ANT(6)","ant"
