"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","gene","drug","ARO","V17","V18","V19","V20","V21","V22","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.283_927_616.BLA",69,849,"+","blaHERA-8_1","78-858/873",".=======/======","2/2",89.35,81.2,"resfinder","AJ536092","blaHERA-8","","ARO:3008206","HER-8","Perfect","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",81.2,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.283_933_502.UNKNOWN",1,495,"+","lnu(D)_1","1-495/495","===============","0/0",100,83.43,"resfinder","EF452177","lnu(D)","Lincomycin","ARO:3002838","lnuD","Perfect","ARO:0000046,ARO:0000066","lincomycin,clindamycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","ABRicate-ResFinder",83.43,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"GMGC10.283_936_594.FOSX",1,372,"+","fosX_3","34-405/405",".==============","0/0",91.85,89.52,"resfinder","CP003505","fosX","Fosfomycin","ARO:3007370","FosI","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-ResFinder",89.52,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.283_942_384.AMPH",1,1152,"+","blaADC-25_1","1-1152/1152","===============","0/0",100,91.32,"resfinder","EF016355","blaADC-25","","ARO:3003868","ADC-25","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",91.32,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.283_954_534.MEXF",1,3153,"+","OqxB_1","1-3153/3153","===============","0/0",100,89,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",89,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.283_955_696.AMPC",1,1127,"+","blaACT-5_1","1-1127/1146","===============","0/0",98.34,82.96,"resfinder","FJ237369","blaACT-5","","ARO:3001824","ACT-5","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",82.96,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.283_957_209.QNR",1,644,"+","qnrE1_1","1-644/645","===============","0/0",99.84,86.18,"resfinder","KY073238","qnrE1","Ciprofloxacin","ARO:3004636","qnrE1","Perfect","ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000661,ARO:3000662,ARO:3000666","ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,nalidixic acid,norfloxacin,sparfloxacin","ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001","fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic","ABRicate-ResFinder",86.18,"ARO:3000419","quinolone resistance protein (qnr)","qnr"
"GMGC10.283_963_110.MEXE",133,1308,"+","OqxA_1","1-1176/1176","===============","0/0",100,84.78,"resfinder","EU370913","oqxA","Nalidixic_acid;Ciprofloxacin","ARO:3003922","","","","","","","ABRicate-ResFinder",84.78,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.283_964_114.AACA7",1,449,"+","aac(6')-Iz_1","1-449/462","===============","0/0",97.19,85.97,"resfinder","AF140221","aac(6')-Iz","Amikacin;Tobramycin","ARO:3002570","AAC(6')-Iz","Strict","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",85.97,"ARO:3000345","AAC(6')","aac"
"GMGC10.283_983_645.FOLA",1,498,"+","dfrA21_1","1-498/498","===============","0/0",100,99.8,"resfinder","AY552589","dfrA21","Trimethoprim","ARO:3003017","dfrA21","Perfect","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","ABRicate-ResFinder",99.8,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"GMGC10.283_994_487.BLA",1,873,"+","blaHERA-3_1","1-873/873","===============","0/0",100,98.62,"resfinder","AF398335","blaHERA-3","","ARO:3008202","HER-3","Perfect","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",98.62,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.283_994_717.UNKNOWN",22,1647,"+","sal(A)_1","1-1626/1626","===============","0/0",100,96.62,"resfinder","KC693025","sal(A)","","ARO:3003749","salA","Perfect","ARO:0000034,ARO:0000046,ARO:0000066,ARO:3000669,ARO:3000671,ARO:3001314","streptogramin A antibiotic,lincomycin,clindamycin,virginiamycin M1,tiamulin,retapamulin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:3000670,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,pleuromutilin antibiotic,pleuromutilin antibiotic","ABRicate-ResFinder",96.62,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.283_997_544.BLA",1,875,"+","blaCTX-M-68_1","1-875/876","===============","0/0",99.89,80.11,"resfinder","EU177100","blaCTX-M-68","Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin","ARO:3001929","CTX-M-68","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",80.11,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.284_010_155.UNKNOWN",1,1224,"+","mef(C)_1","1-1224/1224","===============","0/0",100,99.84,"resfinder","AB571865","mef(C)","","ARO:3003745","mef(C)","Perfect","ARO:0000000,ARO:3000668","macrolide antibiotic,oxytetracycline","ARO:0000000,ARO:3000050","macrolide antibiotic,tetracycline antibiotic","ABRicate-ResFinder",99.84,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.284_026_511.MBL1",124,924,"+","blaL1_3","58-858/870","========/======","2/2",91.95,87.78,"resfinder","EF126059","blaL1","","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",87.78,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.284_039_582.MBL1",58,873,"+","blaL1_3","55-870/870","===============","0/0",93.79,87.75,"resfinder","EF126059","blaL1","","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",87.75,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.284_041_523.UNKNOWN",1,495,"+","lnu(D)_1","1-495/495","===============","0/0",100,83.64,"resfinder","EF452177","lnu(D)","Lincomycin","ARO:3002838","lnuD","Perfect","ARO:0000046,ARO:0000066","lincomycin,clindamycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","ABRicate-ResFinder",83.64,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"GMGC10.284_099_283.AACA7",13,419,"+","aac(6')-Iz_1","13-419/462","==============.","0/0",88.1,83.78,"resfinder","AF140221","aac(6')-Iz","Amikacin;Tobramycin","ARO:3002570","AAC(6')-Iz","Strict","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",83.78,"ARO:3000345","AAC(6')","aac"
"GMGC10.284_099_935.MBL1",6,771,"+","blaL1_3","72-837/870",".=======/======","2/2",87.93,80.31,"resfinder","EF126059","blaL1","","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",80.31,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.284_120_424.STRB",1,813,"+","aph(3')-IIc_1","1-813/813","===============","0/0",100,90.78,"resfinder","AM743169","aph(3')-IIc","","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",90.78,"ARO:3000151","APH(6)","aph"
"GMGC10.284_120_573.MBL1",1,870,"+","blaL1_3","1-870/870","========/======","2/2",99.89,90.36,"resfinder","EF126059","blaL1","","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",90.36,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.284_126_666.CMR",31,1205,"+","mdf(A)_1","31-1205/1233","===============","0/0",95.3,80.43,"resfinder","Y08743","mdf(A)","","ARO:3001328","","","","","","","ABRicate-ResFinder",80.43,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.284_130_882.MEXE",1,1179,"+","OqxA_1","1-1176/1176","========/======","1/3",100,80.41,"resfinder","EU370913","oqxA","Nalidixic_acid;Ciprofloxacin","ARO:3003922","","","","","","","ABRicate-ResFinder",80.41,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.284_156_039.MBL1",56,870,"+","blaL1_3","56-870/870","========/======","4/4",93.45,86.9,"resfinder","EF126059","blaL1","","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",86.9,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.284_169_759.UNKNOWN",1,777,"+","blaOXA-258_1","1-777/825","===============","0/0",94.18,99.61,"resfinder","HE614014","blaOXA-258","","ARO:3001503","OXA-258","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",99.61,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.284_178_902.BLA",1,897,"+","blaCARB-14_1","1-897/897","===============","0/0",100,99.89,"resfinder","JQ364968","blaCARB-14","Ampicillin;Amoxicillin;Piperacillin","ARO:3002252","CARB-14","Perfect","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",99.89,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.284_179_154.UNKNOWN",43,927,"+","mph(E)_1","1-885/885","===============","0/0",100,100,"resfinder","DQ839391","mph(E)","Erythromycin","ARO:3003741","mphE","Perfect","ARO:0000006","erythromycin","ARO:0000000","macrolide antibiotic","ABRicate-ResFinder",100,"ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"GMGC10.284_186_619.YBXI",1,840,"+","blaOXA-308_1","1-840/840","===============","0/0",100,98.81,"resfinder","APPN01000080","blaOXA-308","","ARO:3001763","OXA-308","Perfect","ARO:0000056","oxacillin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",98.81,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.284_219_301.STRB",1,813,"+","aph(3')-IIc_1","1-813/813","========/======","2/2",99.88,82.06,"resfinder","AM743169","aph(3')-IIc","","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",82.06,"ARO:3000151","APH(6)","aph"
"GMGC10.284_252_082.STRB",1,806,"+","aph(3')-IIc_1","1-806/813","===============","0/0",99.14,86.6,"resfinder","AM743169","aph(3')-IIc","","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",86.6,"ARO:3000151","APH(6)","aph"
"GMGC10.284_315_887.AACA7",12,449,"+","aac(6')-Iz_1","12-449/462","===============","0/0",94.81,83.56,"resfinder","AF140221","aac(6')-Iz","Amikacin;Tobramycin","ARO:3002570","AAC(6')-Iz","Strict","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",83.56,"ARO:3000345","AAC(6')","aac"
"GMGC10.284_379_744.MEXF",1,3119,"+","OqxB_1","1-3119/3153","========/======","4/4",98.86,80.68,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",80.68,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.284_385_761.MBL1",46,918,"+","blaL1_3","1-870/870","========/======","7/11",99.54,82.55,"resfinder","EF126059","blaL1","","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",82.55,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.284_391_615.UNKNOWN",148,975,"+","blaOXA-2_1","1-828/828","===============","0/0",100,100,"resfinder","DQ112222","blaOXA-2","Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Ceftazidime;Piperacillin","ARO:3001397","OXA-2","Perfect","ARO:0000032,ARO:0000056,ARO:0000060,ARO:0000064,ARO:0000073,ARO:3000008,ARO:3000637","cephalosporin,oxacillin,ceftazidime,amoxicillin,meropenem,penicillin beta-lactam,ampicillin","ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",100,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
"GMGC10.284_443_555.AADK",1,842,"+","ant(6)-Ia_2","1-842/864","========/======","2/2",97.34,81.26,"resfinder","KF421157","ant(6)-Ia","Streptomycin","ARO:3002626","ANT(6)-Ia","Perfect","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",81.26,"ARO:3000225","ANT(6)","ant"
"GMGC10.284_454_356.AMPC",1,1152,"+","blaOCH-3_1","1-1161/1173","========/======","5/15",97.95,83.08,"resfinder","AJ295341","blaOCH-3","","ARO:3002516","OCH-3","Perfect","ARO:0000004,ARO:0000032,ARO:3000008","monobactam,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",83.08,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.284_501_598.BLA",1,979,"+","blaSGM-6_1","1-979/981","===============","0/0",99.8,95.91,"resfinder","NG049988","blaSGM-6","","ARO:3006992","SGM-6","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",95.91,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.284_502_901.UNKNOWN",19,1221,"+","mef(A)_1","16-1218/1218","========/======","2/2",98.69,80.4,"resfinder","AJ971089","mef(A)","Erythromycin;Azithromycin","ARO:3000616","mel","Loose","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",80.4,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.284_557_659.MBL1",56,843,"+","blaL1_3","56-843/870","========/======","4/4",90.34,83.67,"resfinder","EF126059","blaL1","","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",83.67,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.284_613_047.MBL1",117,912,"+","blaL1_3","57-852/870","========/======","2/2",91.38,81.93,"resfinder","EF126059","blaL1","","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-ResFinder",81.93,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.284_666_118.FOSB",10,424,"+","fosA_7","10-424/426","========/======","2/2",97.18,80.53,"resfinder","AEXB01000013","fosA","Fosfomycin","ARO:3002804","FosA2","Strict","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-ResFinder",80.53,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.284_693_353.UNKNOWN",91,585,"+","lnu(D)_1","1-495/495","===============","0/0",100,83.64,"resfinder","EF452177","lnu(D)","Lincomycin","ARO:3002838","lnuD","Perfect","ARO:0000046,ARO:0000066","lincomycin,clindamycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","ABRicate-ResFinder",83.64,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"GMGC10.284_748_214.STRB",1,813,"+","aph(3')-IIc_1","1-813/813","===============","0/0",100,84.5,"resfinder","AM743169","aph(3')-IIc","","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-ResFinder",84.5,"ARO:3000151","APH(6)","aph"
"GMGC10.284_751_265.UNKNOWN",19,1236,"+","mef(A)_1","1-1218/1218","========/======","2/2",99.92,86.71,"resfinder","AJ971089","mef(A)","Erythromycin;Azithromycin","ARO:3000616","mel","Loose","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",86.71,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.284_756_160.AACA-APHD",7,579,"+","aac(6')-Ian_1","1-573/573","===============","0/0",100,89.88,"resfinder","AP014611","aac(6')-Ian","Amikacin;Tobramycin","ARO:3003200","AAC(6')-Ian","Perfect","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",89.88,"ARO:3000345","AAC(6')","aac"
"GMGC10.284_767_249.UNKNOWN",1,879,"+","blaGOB-13_1","1-879/879","===============","0/0",100,99.89,"resfinder","AY647251","blaGOB-13","","ARO:3004805","GOB-13","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-ResFinder",99.89,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.284_771_487.MEXF",1,3123,"+","OqxB_1","1-3123/3153","===============","0/0",99.05,82.36,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",82.36,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.284_823_560.UNKNOWN",1,1464,"+","msr(D)_3","1-1464/1464","===============","0/0",100,95.49,"resfinder","AF227520","msr(D)","Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S","ARO:3003109","msrE","Loose","ARO:0000006,ARO:0000026","erythromycin,streptogramin antibiotic","ARO:0000000,ARO:0000026","macrolide antibiotic,streptogramin antibiotic","ABRicate-ResFinder",95.49,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.284_855_806.FOSB",1,416,"+","fosB1_1","1-416/417","===============","0/0",99.76,87.74,"resfinder","CP001903","fosB1","Fosfomycin","ARO:3007372","FosBx1","Strict","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-ResFinder",87.74,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.284_881_161.AACA7",1,441,"+","aac(6')-Ic_1","1-441/441","===============","0/0",100,92.52,"resfinder","M94066","aac(6')-Ic","Amikacin;Tobramycin","ARO:3002549","AAC(6')-Ic","Perfect","ARO:0000007,ARO:0000013,ARO:0000035,ARO:0000038,ARO:0000052,ARO:3007378,ARO:3007379","dibekacin,amikacin,sisomicin,netilmicin,tobramycin,2'-N-ethylnetilmicin,5-episisomicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-ResFinder",92.52,"ARO:3000345","AAC(6')","aac"
"GMGC10.284_971_074.ERMA",1,642,"+","erm(C)_12","1-642/735","==============.","0/0",87.35,84.27,"resfinder","Y09003","erm(C)","Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S","ARO:3000250","ErmC","Strict","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","ABRicate-ResFinder",84.27,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
"GMGC10.284_975_817.RLMN",1,840,"+","cfr(B)_1","1-840/1050","=============..","0/0",80,91.19,"resfinder","KM359439","cfr(B)","Chloramphenicol;Florfenicol;Clindamycin;Lincomycin;Linezolid;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin","ARO:3004649","cfr(B)","Perfect","ARO:0000026,ARO:0000066,ARO:0000072,ARO:3000385","streptogramin antibiotic,clindamycin,linezolid,chloramphenicol","ARO:0000017,ARO:0000026,ARO:3000079,ARO:3000387","lincosamide antibiotic,streptogramin antibiotic,oxazolidinone antibiotic,phenicol antibiotic","ABRicate-ResFinder",91.19,"ARO:3000519","antibiotic target modifying enzyme","target-modifying enzyme"
"GMGC10.284_984_025.MEXE",1,1176,"+","OqxA_1","1-1176/1176","========/======","2/2",99.91,86.07,"resfinder","EU370913","oqxA","Nalidixic_acid;Ciprofloxacin","ARO:3003922","","","","","","","ABRicate-ResFinder",86.07,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_011_041.BLT",1,1181,"+","tet(42)_1","52-1232/1287","===============","0/0",91.76,83.49,"resfinder","EU523697","tet(42)","Doxycycline;Tetracycline","ARO:3000572","tet(42)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-ResFinder",83.49,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.285_012_228.MEXF",1,3120,"+","OqxB_1","1-3120/3153","========/======","4/4",98.89,81.07,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",81.07,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_058_155.MEXF",1,3120,"+","OqxB_1","1-3120/3153","===============","0/0",98.95,89.17,"resfinder","EU370913","oqxB","Nalidixic_acid;Ciprofloxacin","ARO:3003923","","","","","","","ABRicate-ResFinder",89.17,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_072_435.QNR",22,665,"+","qnrE1_1","1-644/645","===============","0/0",99.84,91.92,"resfinder","KY073238","qnrE1","Ciprofloxacin","ARO:3004636","qnrE1","Perfect","ARO:0000036,ARO:0000071,ARO:0000074,ARO:3000659,ARO:3000661,ARO:3000662,ARO:3000666","ciprofloxacin,levofloxacin,moxifloxacin,gatifloxacin,nalidixic acid,norfloxacin,sparfloxacin","ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001,ARO:0000001","fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic,fluoroquinolone antibiotic","ABRicate-ResFinder",91.92,"ARO:3000419","quinolone resistance protein (qnr)","qnr"
