"query","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","gene","ARG.class","ARO","V17","V18","V19","V20","V21","V22","pipeline","id","parent","parent_description","geneclass_argcompare"
"GMGC10.285_598_584.UNKNOWN",1,714,"+","blaESP-1","115-828/873",".==============","0/0",81.79,81.23,"ncbi","NG_049088.1","subclass B3 metallo-beta-lactamase ESP-1","CARBAPENEM","ARO:3003717","ESP-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",81.23,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.285_598_865.MEXE",1,1176,"+","oqxA9","1-1176/1176","===============","0/0",100,87.58,"ncbi","NG_050427.1","multidrug efflux RND transporter periplasmic adaptor subunit OqxA9","PHENICOL;QUINOLONE","ARO:3003922","oqxA","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",87.58,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_612_034.MEXF",1,3120,"+","oqxB9","1-3120/3153","===============","0/0",98.95,89.55,"ncbi","NG_050458.1","multidrug efflux RND transporter permease subunit OqxB9","PHENICOL;QUINOLONE","ARO:3003923","oqxB","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",89.55,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.285_675_828.NEO",46,849,"+","aph(3')-IIc","1-804/804","===============","0/0",100,91.17,"ncbi","NG_051214.1","aminoglycoside O-phosphotransferase APH(3')-IIc","KANAMYCIN","ARO:3002646","APH(3')-IIc","Loose","ARO:0000005,ARO:0000021,ARO:0000024,ARO:0000049,ARO:3000655,ARO:3000657","neomycin,ribostamycin,butirosin,kanamycin A,gentamicin B,paromomycin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",91.17,"ARO:3000126","APH(3')","aph"
"GMGC10.285_695_734.BLA",1,915,"+","blaL2","1-915/915","===============","0/0",100,96.5,"ncbi","NG_047518.1","L2 family class A beta-lactamase","BETA-LACTAM","ARO:3007635","","","","","","","ABRicate-NCBI",96.5,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.285_696_073.NEO",46,849,"+","aph(3')-IIc","1-804/804","===============","0/0",100,86.44,"ncbi","NG_051214.1","aminoglycoside O-phosphotransferase APH(3')-IIc","KANAMYCIN","ARO:3002646","APH(3')-IIc","Loose","ARO:0000005,ARO:0000021,ARO:0000024,ARO:0000049,ARO:3000655,ARO:3000657","neomycin,ribostamycin,butirosin,kanamycin A,gentamicin B,paromomycin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",86.44,"ARO:3000126","APH(3')","aph"
"GMGC10.285_696_578.STRB",1,806,"+","aph(6)-Smalt","1-806/813","===============","0/0",99.14,89.7,"ncbi","NG_047427.1","APH(6) family putative aminoglycoside O-phosphotransferase","AMINOGLYCOSIDE","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-NCBI",89.7,"ARO:3000151","APH(6)","aph"
"GMGC10.285_696_671.MBL1",1,873,"+","blaL1","1-873/873","===============","0/0",100,89.23,"ncbi","NG_047503.1","L1 family subclass B3 metallo-beta-lactamase","CARBAPENEM","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",89.23,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.285_729_810.FOSB",1,419,"+","fosA8","1-419/426","===============","0/0",98.36,81.15,"ncbi","NG_066545.1","fosfomycin resistance glutathione transferase FosA8","FOSFOMYCIN","ARO:3007371","FosA8","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-NCBI",81.15,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.285_730_129.VANYB",1,876,"+","vanY-F","1-882/882","========/======","3/14",98.87,90.52,"ncbi","NG_048526.1","D-Ala-D-Ala carboxypeptidase VanY-F","VANCOMYCIN","ARO:3002958","vanY gene in vanF cluster","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",90.52,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.285_736_091.CAT",1,654,"+","catA4","1-654/654","========/======","2/2",99.85,97.71,"ncbi","NG_047569.1","type A-4 chloramphenicol O-acetyltransferase","CHLORAMPHENICOL","ARO:3004657","catA4","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ABRicate-NCBI",97.71,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.285_766_205.VANZ",27,611,"+","vanZ-F","21-605/621","===============","0/0",94.2,84.44,"ncbi","NG_048535.1","glycopeptide resistance protein VanZ-F","VANCOMYCIN","ARO:3002963","vanZ gene in vanF cluster","Perfect","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","ABRicate-NCBI",84.44,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.285_803_634.BLA",1,861,"+","blaOKP-C-1","1-861/861","===============","0/0",100,99.88,"ncbi","NG_067155.1","class A broad-spectrum beta-lactamase OKP-C-1","BETA-LACTAM","ARO:3006152","","","","","","","ABRicate-NCBI",99.88,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.285_859_021.UNKNOWN",19,1184,"+","mef(A)","16-1181/1218","========/======","2/2",95.65,80.72,"ncbi","NG_047972.1","macrolide efflux MFS transporter Mef(A)","MACROLIDE","ARO:3000616","mel","Loose","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","ABRicate-NCBI",80.72,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.285_867_459.UNKNOWN",9,828,"+","blaESP-1","39-858/873","===============","0/0",93.93,82.19,"ncbi","NG_049088.1","subclass B3 metallo-beta-lactamase ESP-1","CARBAPENEM","ARO:3003717","ESP-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",82.19,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.285_916_162.MBL1",1,870,"+","blaL1","1-870/870","===============","0/0",100,99.89,"ncbi","NG_047513.1","L1 family subclass B3 metallo-beta-lactamase","CARBAPENEM","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",99.89,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.285_919_762.MBL1",1,873,"+","blaL1","1-873/873","===============","0/0",100,94.5,"ncbi","NG_047503.1","L1 family subclass B3 metallo-beta-lactamase","CARBAPENEM","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",94.5,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.285_937_834.MBL1",52,924,"+","blaL1","1-873/873","===============","0/0",100,99.43,"ncbi","NG_047514.1","L1 family subclass B3 metallo-beta-lactamase","CARBAPENEM","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",99.43,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.285_946_188.UNKNOWN",1,858,"+","blaESP-1","1-858/873","===============","0/0",98.28,83.45,"ncbi","NG_049088.1","subclass B3 metallo-beta-lactamase ESP-1","CARBAPENEM","ARO:3003717","ESP-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",83.45,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.285_952_747.AMPC",1,1172,"+","blaOCH-1","1-1172/1173","========/======","2/2",99.83,90.54,"ncbi","NG_049344.1","class C extended-spectrum beta-lactamase OCH-1","CEPHALOSPORIN","ARO:3002514","","","","","","","ABRicate-NCBI",90.54,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.286_011_596.MEXF",1,3123,"+","oqxB27","1-3123/3153","========/======","2/2",99.02,82.14,"ncbi","NG_050446.1","multidrug efflux RND transporter permease subunit OqxB27","PHENICOL;QUINOLONE","ARO:3003923","oqxB","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",82.14,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.286_015_765.MEXF",1,3153,"+","oqxB9","1-3153/3153","===============","0/0",100,88.96,"ncbi","NG_050458.1","multidrug efflux RND transporter permease subunit OqxB9","PHENICOL;QUINOLONE","ARO:3003923","oqxB","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",88.96,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.286_016_970.STRB",1,813,"+","aph(6)-Smalt","1-813/813","===============","0/0",100,94.22,"ncbi","NG_047427.1","APH(6) family putative aminoglycoside O-phosphotransferase","AMINOGLYCOSIDE","ARO:3002659","APH(6)-Ic","Loose","ARO:0000040","streptomycin","ARO:0000016","aminoglycoside antibiotic","ABRicate-NCBI",94.22,"ARO:3000151","APH(6)","aph"
"GMGC10.286_035_519.AMPH",1,1152,"+","blaADC-133","1-1152/1152","===============","0/0",100,100,"ncbi","NG_064689.1","class C beta-lactamase ADC-133","CEPHALOSPORIN","ARO:3006308","","","","","","","ABRicate-NCBI",100,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.286_063_285.MEXF",1,3116,"+","oqxB20","1-3116/3153","========/======","2/2",98.79,82.55,"ncbi","NG_050439.1","multidrug efflux RND transporter permease subunit OqxB20","PHENICOL;QUINOLONE","ARO:3003923","oqxB","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",82.55,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.286_088_391.MBL1",1,861,"+","blaPOM-1","1-861/861","===============","0/0",100,99.07,"ncbi","NG_049974.1","subclass B3 metallo-beta-lactamase POM-1","CARBAPENEM","ARO:3006974","POM-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",99.07,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.286_089_082.UNKNOWN",19,1236,"+","mef(A)","1-1218/1227","========/======","3/6",99.02,88.04,"ncbi","NG_047968.1","macrolide efflux MFS transporter Mef(A)","MACROLIDE","ARO:3000616","mel","Loose","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","ABRicate-NCBI",88.04,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.286_120_686.UNKNOWN",1,429,"+","dfrA15","46-474/474",".==============","0/0",90.51,99.77,"ncbi","NG_047701.1","trimethoprim-resistant dihydrofolate reductase DfrA15","TRIMETHOPRIM","ARO:3004640","dfrA15b","Strict","ARO:3000188","trimethoprim","ARO:3000171","diaminopyrimidine antibiotic","ABRicate-NCBI",99.77,"ARO:3003425","antibiotic resistant dihydrofolate reductase","dfr"
"GMGC10.286_146_987.UNKNOWN",1,1164,"+","tet(41)","13-1176/1182","===============","0/0",98.48,92.95,"ncbi","NG_048142.1","tetracycline efflux MFS transporter Tet(41)","TETRACYCLINE","ARO:3000569","tet(41)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-NCBI",92.95,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.286_170_490.BLA",1,981,"+","blaSGM-7","1-981/981","===============","0/0",100,96.13,"ncbi","NG_050614.1","class A beta-lactamase SGM-7","BETA-LACTAM","ARO:3006993","SGM-7","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",96.13,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.286_239_054.TETA",1,1173,"+","tet(57)","1-1179/1197","========/======","2/6",97.99,84.56,"ncbi","NG_056039.1","tetracycline efflux MFS transporter Tet(57)","TETRACYCLINE","ARO:3005006","tet(57)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-NCBI",84.56,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
"GMGC10.286_244_589.MDT(A)",1,1218,"+","mef(A)","1-1218/1227","===============","0/0",99.27,96.88,"ncbi","NG_047973.1","macrolide efflux MFS transporter Mef(A)","MACROLIDE","ARO:3000616","mel","Loose","ARO:0000006,ARO:0000026,ARO:0000057","erythromycin,streptogramin antibiotic,telithromycin","ARO:0000000,ARO:0000000,ARO:0000026","macrolide antibiotic,macrolide antibiotic,streptogramin antibiotic","ABRicate-NCBI",96.88,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.286_257_777.UNKNOWN",1,740,"+","mph(B)","169-908/909","..=============","0/0",81.41,83.78,"ncbi","NG_047988.1","Mph(B) family macrolide 2'-phosphotransferase","MACROLIDE","ARO:3000318","mphB","Perfect","ARO:0000006,ARO:0000027,ARO:0000057,ARO:0000065,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000867","erythromycin,roxithromycin,telithromycin,clarithromycin,tylosin,spiramycin,azithromycin,dirithromycin,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic","ABRicate-NCBI",83.78,"ARO:3000333","macrolide phosphotransferase (MPH)","mph"
"GMGC10.286_271_533.MBL1",1,873,"+","blaL1","1-873/873","========/======","2/2",99.89,92.11,"ncbi","NG_047501.1","L1 family subclass B3 metallo-beta-lactamase","CARBAPENEM","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",92.11,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.286_272_744.MBL1",1,852,"+","blaL1","22-873/873","========/======","2/2",97.48,88.39,"ncbi","NG_047505.1","L1 family subclass B3 metallo-beta-lactamase","CARBAPENEM","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",88.39,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.286_273_618.NEO",25,804,"+","aph(3')-IIc","25-804/804","===============","0/0",97.01,85.64,"ncbi","NG_051214.1","aminoglycoside O-phosphotransferase APH(3')-IIc","KANAMYCIN","ARO:3002646","APH(3')-IIc","Loose","ARO:0000005,ARO:0000021,ARO:0000024,ARO:0000049,ARO:3000655,ARO:3000657","neomycin,ribostamycin,butirosin,kanamycin A,gentamicin B,paromomycin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","ABRicate-NCBI",85.64,"ARO:3000126","APH(3')","aph"
"GMGC10.286_277_888.MEXE",1,1176,"+","oqxA10","1-1176/1176","===============","0/0",100,86.05,"ncbi","NG_050418.1","multidrug efflux RND transporter periplasmic adaptor subunit OqxA10","PHENICOL;QUINOLONE","ARO:3003922","oqxA","Strict","ARO:0000030,ARO:0000036,ARO:0000075,ARO:3000188","tigecycline,ciprofloxacin,nitrofurantoin,trimethoprim","ARO:0000001,ARO:3000050,ARO:3000171,ARO:3004116","fluoroquinolone antibiotic,tetracycline antibiotic,diaminopyrimidine antibiotic,nitrofuran antibiotic","ABRicate-NCBI",86.05,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
"GMGC10.286_280_192.AMPC",1,1146,"+","blaACT-49","1-1146/1146","===============","0/0",100,98.87,"ncbi","NG_050712.1","cephalosporin-hydrolyzing class C beta-lactamase ACT-49","CEPHALOSPORIN","ARO:3006244","ACT-49","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",98.87,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.286_299_358.FOSB",10,435,"+","fosA8","1-426/426","===============","0/0",100,96.48,"ncbi","NG_066545.1","fosfomycin resistance glutathione transferase FosA8","FOSFOMYCIN","ARO:3007371","FosA8","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","ABRicate-NCBI",96.48,"ARO:3000342","fosfomycin inactivation enzyme","fos"
"GMGC10.286_309_874.BLA",1,894,"+","blaGPC-1","1-894/894","========/======","5/8",99.55,80.18,"ncbi","NG_057489.1","carbapenem-hydrolyzing class A beta-lactamase GPC-1","CARBAPENEM","ARO:3005096","GPC-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",80.18,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.286_364_389.VANR",1,696,"+","vanR-A","1-696/696","===============","0/0",100,99.28,"ncbi","NG_048415.1","VanA-type vancomycin resistance DNA-binding response regulator VanR","VANCOMYCIN","ARO:3002919","","","","","","","ABRicate-NCBI",99.28,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.286_367_260.VANYB",1,900,"+","vanY-Pt","1-900/900","===============","0/0",100,98.67,"ncbi","NG_048531.1","D-Ala-D-Ala carboxypeptidase VanY-Pt","VANCOMYCIN","ARO:3002955","vanY gene in vanA cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",98.67,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.286_367_262.VANX",1,609,"+","vanX-Pt","1-609/609","===============","0/0",100,98.69,"ncbi","NG_048498.1","D-Ala-D-Ala dipeptidase VanX-Pt","VANCOMYCIN","ARO:3002949","vanX gene in vanA cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",98.69,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.286_367_263.DDL",1,1032,"+","vanA-Pt","1-1032/1032","===============","0/0",100,96.42,"ncbi","NG_048327.1","D-alanine--(R)-lactate ligase VanA-Pt","VANCOMYCIN","ARO:3000010","vanA","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",96.42,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.286_367_264.LDHA",13,981,"+","vanH-Pt","1-969/969","===============","0/0",100,94.53,"ncbi","NG_048390.1","D-lactate dehydrogenase VanH-Pt","VANCOMYCIN","ARO:3002942","vanH gene in vanA cluster","Strict","ARO:0000028,ARO:0000029","vancomycin,teicoplanin","ARO:3000081,ARO:3000081","glycopeptide antibiotic,glycopeptide antibiotic","ABRicate-NCBI",94.53,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.286_375_664.RLMN",11,1056,"+","cfr(B)","5-1050/1050","========/======","4/6",99.33,82.08,"ncbi","NG_050395.1","23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr(B)","LINCOSAMIDE;MACROLIDE;STREPTOGRAMIN","ARO:3004649","cfr(B)","Perfect","ARO:0000026,ARO:0000066,ARO:0000072,ARO:3000385","streptogramin antibiotic,clindamycin,linezolid,chloramphenicol","ARO:0000017,ARO:0000026,ARO:3000079,ARO:3000387","lincosamide antibiotic,streptogramin antibiotic,oxazolidinone antibiotic,phenicol antibiotic","ABRicate-NCBI",82.08,"ARO:3000519","antibiotic target modifying enzyme","target-modifying enzyme"
"GMGC10.286_375_665.LSA",1,1465,"+","lsa(B)","1-1465/1479","===============","0/0",99.05,80.96,"ncbi","NG_047933.1","ABC-F type ribosomal protection protein Lsa(B)","LINCOSAMIDE;STREPTOGRAMIN","ARO:3003111","lsaB","Perfect","ARO:0000026,ARO:0000066,ARO:3001317","streptogramin antibiotic,clindamycin,pleuromutilin","ARO:0000017,ARO:0000026,ARO:3000670","lincosamide antibiotic,streptogramin antibiotic,pleuromutilin antibiotic","ABRicate-NCBI",80.96,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
"GMGC10.286_421_684.BLA",1,899,"+","blaL2","1-908/915","========/======","2/9",98.25,83.81,"ncbi","NG_047518.1","L2 family class A beta-lactamase","BETA-LACTAM","ARO:3007635","","","","","","","ABRicate-NCBI",83.81,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.286_425_808.UNKNOWN",1,858,"+","blaESP-1","1-858/873","========/======","3/6",97.94,82.11,"ncbi","NG_049088.1","subclass B3 metallo-beta-lactamase ESP-1","CARBAPENEM","ARO:3003717","ESP-1","Perfect","ARO:0000020","carbapenem","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",82.11,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.286_461_419.CAT",1,620,"+","catB1","1-620/630","===============","0/0",98.41,86.45,"ncbi","NG_047600.1","type B-1 chloramphenicol O-acetyltransferase CatB1","CHLORAMPHENICOL","ARO:3004451","Agrobacterium fabrum chloramphenicol acetyltransferase","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","ABRicate-NCBI",86.45,"ARO:3000122","chloramphenicol acetyltransferase (CAT)","cat"
"GMGC10.286_482_551.MBL1",58,870,"+","blaL1","61-873/873","========/======","2/2",93.01,87.47,"ncbi","NG_047514.1","L1 family subclass B3 metallo-beta-lactamase","CARBAPENEM","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",87.47,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.286_531_668.UNKNOWN",1,1124,"+","vanS-C","1-1124/1131","===============","0/0",99.38,94.04,"ncbi","NG_051722.1","VanC-type vancomycin resistance histidine kinase VanS","VANCOMYCIN","ARO:3002933","","","","","","","ABRicate-NCBI",94.04,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
"GMGC10.286_579_029.AMPC",1,1146,"+","blaACT-62","1-1146/1146","===============","0/0",100,84.29,"ncbi","NG_061388.1","cephalosporin-hydrolyzing class C beta-lactamase ACT-62","CEPHALOSPORIN","ARO:3006257","ACT-62","Perfect","ARO:0000020,ARO:0000032,ARO:3000008","carbapenem,cephalosporin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","ABRicate-NCBI",84.29,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
"GMGC10.286_611_868.BLA",1,891,"+","blaLUT-4","1-891/891","===============","0/0",100,100,"ncbi","NG_049287.1","class A beta-lactamase LUT-4","CEPHALOSPORIN","ARO:3006946","LUT-4","Perfect","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",100,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.286_646_624.BLA",1,873,"+","blaHER-6","1-873/873","===============","0/0",100,98.97,"ncbi","NG_049162.1","class A beta-lactamase HER-6","BETA-LACTAM","ARO:3008205","HER-6","Perfect","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",98.97,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
"GMGC10.286_657_290.MBL1",1,870,"+","blaL1","1-870/870","========/======","2/2",99.89,89.78,"ncbi","NG_047507.1","L1 family subclass B3 metallo-beta-lactamase","CARBAPENEM","ARO:3000582","L1 beta-lactamase","Loose","ARO:0000032","cephalosporin","ARO:3000007","beta-lactam antibiotic","ABRicate-NCBI",89.78,"ARO:3000004","class B (metallo-) beta-lactamase","class B beta-lactamase"
"GMGC10.286_665_471.UNKNOWN",1,494,"+","lnu(D)","1-494/495","===============","0/0",99.8,84.41,"ncbi","NG_047925.1","lincosamide nucleotidyltransferase Lnu(D)","LINCOSAMIDE","ARO:3002838","lnuD","Perfect","ARO:0000046,ARO:0000066","lincomycin,clindamycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","ABRicate-NCBI",84.41,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
"GMGC10.286_679_700.BLT",1,1224,"+","tet(42)","1-1227/1287","========/======","1/3",95.1,84.35,"ncbi","NG_048143.1","tetracycline efflux MFS transporter Tet(42)","TETRACYCLINE","ARO:3000572","tet(42)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","ABRicate-NCBI",84.35,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
