"Protein.id","query","Start","Stop","Strand","Element.symbol","Element.name","Scope","Type","Subtype","ARG.class","ARG.subclass","Method","Target.length","Reference.sequence.length","X..Coverage.of.reference","X..Identity.to.reference","Alignment.length","Closest.reference.accession","Closest.reference.name","HMM.accession","HMM.description","ARO","ARO_name","Cut_Off","confers_resistance_to","confers_resistance_to_names","resistance_to_drug_classes","resistance_to_drug_classes_names","pipeline","id","parent","parent_description","geneclass_argcompare"
NA,"GMGC10.273_586_081.CUTR",1,387,"+","vanR-Sc","vancomycin resistance response regulator transcription factor VanR-Sc","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","PARTIAL_CONTIG_ENDX",129,231,55.84,96.9,129,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",96.9,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.273_589_421.CUTR",1,453,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","PARTIAL_CONTIG_ENDX",151,231,65.37,93.38,151,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",93.38,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.273_838_718.CUTR",1,507,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","PARTIAL_CONTIG_ENDX",169,231,73.16,92.9,169,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",92.9,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.273_860_702.CUTR",1,549,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","PARTIAL_CONTIG_ENDX",183,231,79.22,93.99,183,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",93.99,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.273_891_927.CUTR",1,366,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","PARTIAL_CONTIG_ENDX",122,231,52.81,91.8,122,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",91.8,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.274_048_362.CUTR",52,708,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","BLASTX",219,231,94.81,92.69,219,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",92.69,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.274_165_115.CUTR",1,438,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","PARTIAL_CONTIG_ENDX",146,231,63.2,93.84,146,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",93.84,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.274_293_034.CUTR",1,498,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","PARTIAL_CONTIG_ENDX",166,231,71.86,93.98,166,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",93.98,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.274_481_238.CUTR",1,471,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","PARTIAL_CONTIG_ENDX",157,231,67.97,92.99,157,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",92.99,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.274_761_693.CUTR",16,417,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","PARTIAL_CONTIG_ENDX",134,231,58.01,94.03,134,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",94.03,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.274_775_500.CUTR",1,540,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","PARTIAL_CONTIG_ENDX",180,231,77.92,95,180,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",95,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.274_877_737.CUTR",1,528,"+","vanR","vancomycin resistance response regulator transcription factor VanR","core","AMR","AMR","GLYCOPEPTIDE","VANCOMYCIN","PARTIAL_CONTIG_ENDX",176,231,76.19,93.18,176,"WP_011029105.1","vancomycin resistance response regulator transcription factor VanR-Sc",NA,NA,"ARO:3002930","vanR gene in vanO cluster","Loose","ARO:0000028","vancomycin","ARO:3000081","glycopeptide antibiotic","AMRFinderPlus-nt",93.18,"ARO:3002976","gene(s) or protein(s) associated with a glycopeptide resistance cluster","van"
NA,"GMGC10.275_531_123.AMPC",1,1140,"+","blaRHO","RHO family class C beta-lactamase","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","EXACTX",380,380,100,100,380,"WP_011339581.1","RHO family class C beta-lactamase",NA,NA,"ARO:3004291","Rhodobacter sphaeroides ampC beta-lactamase","Perfect","ARO:0000032,ARO:3000008,ARO:3000632","cephalosporin,penicillin beta-lactam,benzylpenicillin","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000076","class C beta-lactamase","class C beta-lactamase"
NA,"GMGC10.275_570_783.YYAR",1,552,"+","satA","streptothricin N-acetyltransferase SatA","core","AMR","AMR","STREPTOTHRICIN","STREPTOTHRICIN","BLASTX",184,184,100,97.28,184,"WP_000054744.1","streptothricin N-acetyltransferase SatA",NA,NA,"ARO:3005045","SatA","Perfect","ARO:0000012","streptothricin","ARO:3000034","nucleoside antibiotic","AMRFinderPlus-nt",97.28,"ARO:3000869","streptothricin acetyltransferase (SAT)","sat"
NA,"GMGC10.275_571_960.FOSB",16,414,"+","fosX","fosfomycin resistance hydrolase FosX","core","AMR","AMR","FOSFOMYCIN","FOSFOMYCIN","EXACTX",133,133,100,100,133,"WP_010989789.1","fosfomycin resistance hydrolase FosX",NA,NA,"ARO:3000198","FosX","Strict","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","AMRFinderPlus-nt",100,"ARO:3000342","fosfomycin inactivation enzyme","fos"
NA,"GMGC10.275_577_235.BL00799",1,639,"+","fusD","FusD family fusidic acid resistance EF-G-binding protein","core","AMR","AMR","FUSIDIC ACID","FUSIDIC ACID","BLASTX",213,213,100,97.65,213,"WP_011303797.1","FusD family fusidic acid resistance EF-G-binding protein",NA,NA,"ARO:3003731","fusD","Perfect","ARO:3000759","fusidic acid","ARO:3007153","fusidane antibiotic","AMRFinderPlus-nt",97.65,"ARO:3005086","Target protecting FusB-type protein conferring resistance to Fusidic acid","fusB-type"
NA,"GMGC10.275_581_085.UNKNOWN",1,483,"+","lnu(A)","lincosamide nucleotidyltransferase Lnu(A)","core","AMR","AMR","LINCOSAMIDE","LINCOSAMIDE","EXACTX",161,161,100,100,161,"WP_000700648.1","lincosamide nucleotidyltransferase Lnu(A)",NA,NA,"ARO:3002835","lnuA","Strict","ARO:0000046,ARO:3007169","lincomycin,pirlimycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","AMRFinderPlus-nt",100,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
NA,"GMGC10.275_582_303.FOSB",1,417,"+","fosD","fosfomycin resistance bacillithiol transferase FosD","core","AMR","AMR","FOSFOMYCIN","FOSFOMYCIN","EXACTX",139,139,100,100,139,"WP_000616116.1","fosfomycin resistance bacillithiol transferase FosD",NA,NA,"ARO:3004674","FosD","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","AMRFinderPlus-nt",100,"ARO:3000342","fosfomycin inactivation enzyme","fos"
NA,"GMGC10.275_583_719.BL00799",1,642,"+","fusF","fusidic acid resistance EF-G-binding protein FusF","core","AMR","AMR","FUSIDIC ACID","FUSIDIC ACID","BLASTX",214,214,100,99.53,214,"WP_063851262.1","fusidic acid resistance EF-G-binding protein FusF",NA,NA,"ARO:3004663","FusF","Perfect","ARO:3000759","fusidic acid","ARO:3007153","fusidane antibiotic","AMRFinderPlus-nt",99.53,"ARO:3005086","Target protecting FusB-type protein conferring resistance to Fusidic acid","fusB-type"
NA,"GMGC10.275_584_722.ERMA",25,753,"+","erm(44)v","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(44)v","core","AMR","AMR","LINCOSAMIDE/MACROLIDE","CLINDAMYCIN/ERYTHROMYCIN","EXACTX",243,243,100,100,243,"WP_041079981.1","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(44)v",NA,NA,"ARO:3003971","Erm(44)v","Loose","ARO:0000006,ARO:0000026,ARO:0000066","erythromycin,streptogramin antibiotic,clindamycin","ARO:0000000,ARO:0000017,ARO:0000026","macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic","AMRFinderPlus-nt",100,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
NA,"GMGC10.275_590_185.EMRE",1,321,"+","qacJ","quaternary ammonium compound efflux SMR transporter QacJ","core","STRESS","BIOCIDE","QUATERNARY AMMONIUM","QUATERNARY AMMONIUM","EXACTX",107,107,100,100,107,"WP_011100750.1","quaternary ammonium compound efflux SMR transporter QacJ",NA,NA,"ARO:3007014","qacJ","Perfect","ARO:3003823","benzalkonium chloride","ARO:3005386","disinfecting agents and antiseptics","AMRFinderPlus-nt",100,"ARO:3000159","efflux pump complex or subunit conferring antibiotic resistance","efflux pump"
NA,"GMGC10.275_595_940.UNKNOWN",1,1173,"+","cmx","chloramphenicol efflux MFS transporter Cmx","core","AMR","AMR","PHENICOL","CHLORAMPHENICOL","BLASTX",391,391,100,99.74,391,"WP_005297378.1","chloramphenicol efflux MFS transporter Cmx",NA,NA,"ARO:3002703","cmx","Perfect","ARO:3000385","chloramphenicol","ARO:3000387","phenicol antibiotic","AMRFinderPlus-nt",99.74,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.275_617_956.BL00799",1,642,"+","fusF","fusidic acid resistance EF-G-binding protein FusF","core","AMR","AMR","FUSIDIC ACID","FUSIDIC ACID","EXACTX",214,214,100,100,214,"WP_063851267.1","fusidic acid resistance EF-G-binding protein FusF",NA,NA,"ARO:3004663","FusF","Strict","ARO:3000759","fusidic acid","ARO:3007153","fusidane antibiotic","AMRFinderPlus-nt",100,"ARO:3005086","Target protecting FusB-type protein conferring resistance to Fusidic acid","fusB-type"
NA,"GMGC10.275_619_136.ERMX",1,843,"+","erm(36)","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(36)","core","AMR","AMR","LINCOSAMIDE/MACROLIDE","CLINDAMYCIN/ERYTHROMYCIN","EXACTX",281,281,100,100,281,"WP_015345217.1","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(36)",NA,NA,"ARO:3000605","Erm(36)","Perfect","ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867","erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin","ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026","macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic","AMRFinderPlus-nt",100,"ARO:3000560","Erm 23S ribosomal RNA methyltransferase","erm"
NA,"GMGC10.275_640_005.UNKNOWN",1,483,"+","lnu(A)","lincosamide nucleotidyltransferase Lnu(A)","core","AMR","AMR","LINCOSAMIDE","LINCOSAMIDE","BLASTX",161,161,100,97.52,161,"WP_000700648.1","lincosamide nucleotidyltransferase Lnu(A)",NA,NA,"ARO:3002835","lnuA","Strict","ARO:0000046,ARO:3007169","lincomycin,pirlimycin","ARO:0000017,ARO:0000017","lincosamide antibiotic,lincosamide antibiotic","AMRFinderPlus-nt",97.52,"ARO:3000221","lincosamide nucleotidyltransferase (LNU)","lnu"
NA,"GMGC10.275_645_347.BLA",40,645,"+","blaZ","penicillin-hydrolyzing class A beta-lactamase BlaZ","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","PARTIALX",202,281,71.89,99.5,202,"WP_000733274.1","penicillin-hydrolyzing class A beta-lactamase BlaZ",NA,NA,"ARO:3008823","PC1","Strict","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",99.5,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
NA,"GMGC10.275_667_037.FOSB",1,213,"+","fosB","FosB/FosD family fosfomycin resistance bacillithiol transferase","core","AMR","AMR","FOSFOMYCIN","FOSFOMYCIN","PARTIALX",71,139,51.08,94.37,71,"WP_000920239.1","FosB/FosD family fosfomycin resistance bacillithiol transferase",NA,NA,"ARO:3004661","Staphylococcus aureus FosB","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","AMRFinderPlus-nt",94.37,"ARO:3000342","fosfomycin inactivation enzyme","fos"
NA,"GMGC10.275_708_951.UNKNOWN",1,348,"+","aac(3)-I","AAC(3)-I family aminoglycoside 3-N-acetyltransferase","core","AMR","AMR","AMINOGLYCOSIDE","GENTAMICIN","PARTIAL_CONTIG_ENDX",116,154,75.32,100,116,"WP_011270148.1","AAC(3)-I family aminoglycoside 3-N-acetyltransferase",NA,NA,"ARO:3002528","AAC(3)-Ia","Loose","ARO:0000003,ARO:0000035,ARO:3007382","astromicin,sisomicin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AMRFinderPlus-nt",100,"ARO:3000322","AAC(3)","aac"
NA,"GMGC10.275_761_300.AADA",1,780,"+","ant(9)-Ia","aminoglycoside nucleotidyltransferase ANT(9)-Ia","core","AMR","AMR","AMINOGLYCOSIDE","SPECTINOMYCIN","BLASTX",260,260,100,99.62,260,"WP_000067268.1","aminoglycoside nucleotidyltransferase ANT(9)-Ia",NA,NA,"ARO:3002630","ANT(9)-Ia","Perfect","ARO:0000039","spectinomycin","ARO:0000016","aminoglycoside antibiotic","AMRFinderPlus-nt",99.62,"ARO:3000228","ANT(9)","ant"
NA,"GMGC10.275_763_529.TETA",1,1539,"+","tetA","tetracycline efflux ABC transporter TetAB subunit A","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","BLASTX",513,513,100,96.3,513,"WP_011116969.1","tetracycline efflux ABC transporter TetAB subunit A",NA,NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","AMRFinderPlus-nt",96.3,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.275_795_099.TETA",1,1437,"+","tetA","tetracycline efflux ABC transporter TetAB subunit A","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","BLASTX",479,513,93.37,92.9,479,"WP_011116969.1","tetracycline efflux ABC transporter TetAB subunit A",NA,NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","AMRFinderPlus-nt",92.9,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.275_837_534.EXPZ",1,1566,"+","vga(E)","ABC-F type ribosomal protection protein Vga(E)","core","AMR","AMR","LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN","CLINDAMYCIN/LINCOMYCIN/RETAPAMULIN/VIRGINIAMYCIN","BLASTX",522,524,99.62,93.1,522,"WP_032495718.1","ABC-F type ribosomal protection protein Vga(E)",NA,NA,"ARO:3004715","vga(E) Staphylococcus cohnii","Perfect","ARO:0000034,ARO:0000046,ARO:0000066,ARO:3000669,ARO:3000671,ARO:3001314,ARO:3001315","streptogramin A antibiotic,lincomycin,clindamycin,virginiamycin M1,tiamulin,retapamulin,valnemulin","ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:3000670,ARO:3000670,ARO:3000670","lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,pleuromutilin antibiotic,pleuromutilin antibiotic,pleuromutilin antibiotic","AMRFinderPlus-nt",93.1,"ARO:3004469","ABC-F ATP-binding cassette ribosomal protection protein","abcF"
NA,"GMGC10.275_845_035.BLA",1,723,"+","blaL2","L2 family extended-spectrum class A beta-lactamase","core","AMR","AMR","BETA-LACTAM","CEPHALOSPORIN","PARTIAL_CONTIG_ENDX",241,304,79.28,93.78,241,"WP_063842700.1","L2 family extended-spectrum class A beta-lactamase",NA,NA,"ARO:3007635","CAE-1","Loose","ARO:0000032,ARO:0000058,ARO:0000062,ARO:0000063,ARO:0000078,ARO:3000008,ARO:3000637","cephalosporin,cefazolin,ceftriaxone,cefuroxime,piperacillin,penicillin beta-lactam,ampicillin","ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",93.78,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
NA,"GMGC10.275_856_530.TETA",1,1134,"+","tetA","tetracycline efflux ABC transporter TetAB subunit A","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","PARTIAL_CONTIG_ENDX",378,513,73.68,96.3,378,"WP_011116969.1","tetracycline efflux ABC transporter TetAB subunit A",NA,NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","AMRFinderPlus-nt",96.3,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.275_875_155.TETA",1,1080,"+","tetA","tetracycline efflux ABC transporter TetAB subunit A","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","PARTIAL_CONTIG_ENDX",360,513,70.18,95.56,360,"WP_011116969.1","tetracycline efflux ABC transporter TetAB subunit A",NA,NA,"ARO:3004639","Corynebacterium striatum tetA","Perfect","ARO:0000051,ARO:0000056,ARO:3000668","tetracycline,oxacillin,oxytetracycline","ARO:3000007,ARO:3000050,ARO:3000050","beta-lactam antibiotic,tetracycline antibiotic,tetracycline antibiotic","AMRFinderPlus-nt",95.56,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.276_025_522.BLA",1,492,"+","blaZ","penicillin-hydrolyzing class A beta-lactamase BlaZ","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","PARTIALX",164,281,58.36,96.95,164,"WP_000733274.1","penicillin-hydrolyzing class A beta-lactamase BlaZ",NA,NA,"ARO:3008823","PC1","Strict","ARO:3000008","penicillin beta-lactam","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",96.95,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
NA,"GMGC10.276_302_967.BLA",31,909,"+","blaPAU-1","class A beta-lactamase PAU-1","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","ALLELEX",293,293,100,100,293,"WP_148044424.1","class A beta-lactamase PAU-1",NA,NA,"ARO:3006964","PAU-1","Perfect","ARO:0000020,ARO:0000032","carbapenem,cephalosporin","ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",100,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
NA,"GMGC10.276_391_664.TETA",1,1152,"+","tet(H)","tetracycline efflux MFS transporter Tet(H)","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","BLASTX",384,392,97.96,100,384,"WP_012209823.1","tetracycline efflux MFS transporter Tet(H)",NA,NA,"ARO:3000175","tet(H)","Strict","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","AMRFinderPlus-nt",100,"ARO:0010002","major facilitator superfamily (MFS) antibiotic efflux pump","MFS efflux pump"
NA,"GMGC10.276_705_288.YBXI",1,474,"+","blaOXA","OXA-211 family carbapenem-hydrolyzing class D beta-lactamase","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","PARTIALX",158,274,57.66,94.3,158,"WP_063862698.1","OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-334",NA,NA,"ARO:3001522","OXA-334","Perfect","ARO:0000020,ARO:0000056,ARO:3000008","carbapenem,oxacillin,penicillin beta-lactam","ARO:3000007,ARO:3000007,ARO:3000007","beta-lactam antibiotic,beta-lactam antibiotic,beta-lactam antibiotic","AMRFinderPlus-nt",94.3,"ARO:3000075","class D beta-lactamase","class D beta-lactamase"
NA,"GMGC10.277_590_715.FOSB",34,450,"+","fosB6","fosfomycin resistance bacillithiol transferase FosB6","core","AMR","AMR","FOSFOMYCIN","FOSFOMYCIN","ALLELEX",139,139,100,100,139,"WP_085562381.1","fosfomycin resistance bacillithiol transferase FosB6",NA,NA,"ARO:3004673","FosB6","Perfect","ARO:0000025","fosfomycin","ARO:3007149","phosphonic acid antibiotic","AMRFinderPlus-nt",100,"ARO:3000342","fosfomycin inactivation enzyme","fos"
NA,"GMGC10.277_651_153.KNT",67,834,"+","aadD1","aminoglycoside O-nucleotidyltransferase ANT(4')-Ia","core","AMR","AMR","AMINOGLYCOSIDE","KANAMYCIN/TOBRAMYCIN","EXACTX",256,256,100,100,256,"WP_001795128.1","aminoglycoside O-nucleotidyltransferase ANT(4')-Ia",NA,NA,"ARO:3002623","ANT(4')-Ia","Strict","ARO:0000007,ARO:0000013,ARO:0000052,ARO:3000652","dibekacin,amikacin,tobramycin,isepamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AMRFinderPlus-nt",100,"ARO:3000229","ANT(4')","ant"
NA,"GMGC10.277_674_886.UNKNOWN",28,558,"+","ant(2'')-Ia","aminoglycoside nucleotidyltransferase ANT(2'')-Ia","core","AMR","AMR","AMINOGLYCOSIDE","GENTAMICIN/KANAMYCIN/TOBRAMYCIN","BLASTX",177,177,100,98.31,177,"WP_000381803.1","aminoglycoside nucleotidyltransferase ANT(2'')-Ia",NA,NA,"ARO:3000230","ANT(2'')-Ia","Strict","ARO:0000007,ARO:0000035,ARO:0000049,ARO:0000052,ARO:3007382","dibekacin,sisomicin,kanamycin A,tobramycin,gentamicin","ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016,ARO:0000016","aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic,aminoglycoside antibiotic","AMRFinderPlus-nt",98.31,"ARO:3004276","ANT(2'')","ant"
NA,"GMGC10.277_702_361.NORV",16,210,"+","tet(37)","tetracycline resistance NADPH-dependent oxidoreductase Tet(37)","core","AMR","AMR","TETRACYCLINE","TETRACYCLINE","PARTIALX",65,108,60.19,100,65,"WP_063855713.1","tetracycline resistance NADPH-dependent oxidoreductase Tet(37)",NA,NA,"ARO:3002871","tet(37)","Perfect","ARO:0000051","tetracycline","ARO:3000050","tetracycline antibiotic","AMRFinderPlus-nt",100,"ARO:3000036","tetracycline inactivation enzyme","tet enzyme"
NA,"GMGC10.277_752_413.UNKNOWN",1,546,"+","cfxA6","broad-spectrum class A beta-lactamase CfxA6","core","AMR","AMR","BETA-LACTAM","BETA-LACTAM","PARTIAL_CONTIG_ENDX",182,320,60.31,92.75,193,"WP_117664257.1","broad-spectrum class A beta-lactamase CfxA6",NA,NA,"ARO:3003097","CfxA6","Strict","ARO:3009106","second-generation cephalosporin","ARO:3000007","beta-lactam antibiotic","AMRFinderPlus-nt",92.75,"ARO:3000078","class A beta-lactamase","class A beta-lactamase"
